,last_name_x, first_name_x,player_id,year_x,pa,bip,woba,est_woba,est_woba_minus_woba_diff,xWRAA,display_team_name,year_y,primary_pos_formatted,fielding_runs_prevented,outs_above_average,runs_extra_strikes,strike_rate,xDRAA,fg_id_x,full_name,Name,Team,Batting,Base Running,Fielding,Positional,Offense,Defense,League,Replacement,RAR,WAR,Dollars,fg_id_y,xWAR
170,Frazier, Todd,453943,2020,172,115,0.295,0.281,0.013999999999999999,-4.499578059071726,---,2020.0,3B,-1.0,-1.0,,,-1.0,785,Todd Frazier,Todd Frazier,- - -,-3.8,-0.8,-1.7,-0.7,-4.6,-2.4,0.1,5.6,-1.3,-0.1,($1.0),785.0,-0.13599117360787796
171,Newman, Kevin,621028,2020,172,138,0.247,0.28300000000000003,-0.036000000000000004,-4.209282700421936,Pirates,2020.0,2B,-3.0,-4.0,,,-3.0,17696,Kevin Newman,Kevin Newman,Pirates,-10.0,0.3,-3.6,1.2,-9.7,-2.4,2.1,5.6,-4.3,-0.4,($3.4),17696.0,-0.010500475431473592
172,Miller, Brad,543543,2020,171,97,0.34299999999999997,0.364,-0.021,7.503797468354429,Cardinals,2020.0,3B,-2.0,-2.0,,,-2.0,12775,Brad Miller,Brad Miller,Cardinals,4.5,0.5,-1.3,-3.3,5.0,-4.6,2.1,5.6,8.1,0.8,$6.3,12775.0,0.8045660849028538
173,Piscotty, Stephen,572039,2020,171,108,0.26899999999999996,0.284,-0.015,-4.040506329113928,Athletics,2020.0,RF,-1.0,-1.0,,,-1.0,13367,Stephen Piscotty,Stephen Piscotty,Athletics,-5.6,1.4,3.8,-1.9,-4.2,1.8,0.6,5.6,3.8,0.4,$2.9,13367.0,0.0027470032583918613
174,Dickerson, Alex,543105,2020,170,122,0.387,0.344,0.043,4.590717299578055,Giants,2020.0,LF,-3.0,-3.0,,,-3.0,12649,Alex Dickerson,Alex Dickerson,Giants,11.2,-1.0,-5.6,-1.9,10.1,-7.4,0.6,5.5,8.9,0.9,$6.9,12649.0,0.41109730799221533
175,Carpenter, Matt,572761,2020,169,92,0.289,0.32299999999999995,-0.034,1.5687763713080103,Cardinals,2020.0,3B,-1.0,-1.0,,,-1.0,8090,Matt Carpenter,Matt Carpenter,Cardinals,-3.5,0.6,-0.3,-1.4,-2.9,-1.7,2.1,5.5,2.9,0.3,$2.3,8090.0,0.5127792060967808
176,Upton, Justin,457708,2020,166,105,0.302,0.315,-0.013000000000000001,0.4202531645569624,Angels,2020.0,LF,-2.0,-2.0,,,-2.0,5222,Justin Upton,Justin Upton,Angels,-1.0,-1.1,-1.9,-1.9,-2.0,-3.9,0.6,5.4,0.1,0.0,$0.1,5222.0,0.08035160514293134
177,Maldonado, Martin,455117,2020,165,86,0.321,0.307,0.013999999999999999,-0.6962025316455702,,,,,,-2.0,47.8,-2.0,6887,Martin Maldonado,Martin Maldonado,Astros,2.0,-2.2,-2.2,3.4,-0.3,1.2,0.6,5.4,6.9,0.7,$5.4,6887.0,0.37708166820251654
178,Santander, Anthony,623993,2020,165,128,0.358,0.33799999999999997,0.02,3.620253164556957,Orioles,2020.0,RF,1.0,1.0,,,1.0,14551,Anthony Santander,Anthony Santander,Orioles,6.2,-0.8,0.7,-1.7,5.4,-1.0,-1.0,5.4,8.8,0.9,$6.8,14551.0,0.7288085400370359
179,Goodwin, Brian,571718,2020,164,92,0.3,0.28600000000000003,0.013999999999999999,-3.598312236286915,---,2020.0,CF,-2.0,-3.0,,,-2.0,12858,Brian Goodwin,Brian Goodwin,- - -,-1.7,0.8,-3.8,-0.9,-0.9,-4.7,1.1,5.3,0.7,0.1,$0.6,12858.0,-0.034771619101525056
180,Pujols, Albert,405395,2020,163,128,0.278,0.285,-0.006999999999999999,-3.7139240506329148,Angels,2020.0,1B,1.0,1.0,,,1.0,1177,Albert Pujols,Albert Pujols,Angels,-4.3,-0.3,0.3,-3.1,-4.6,-2.8,0.6,5.3,-1.5,-0.1,($1.2),1177.0,-0.07836018258769611
181,Moustakas, Mike,519058,2020,163,105,0.33399999999999996,0.322,0.012,1.375527426160339,Reds,2020.0,2B,-1.0,-1.0,,,-1.0,4892,Mike Moustakas,Mike Moustakas,Reds,1.9,-1.0,-1.0,-0.4,0.9,-1.4,2.0,5.3,6.8,0.7,$5.3,4892.0,0.41662634501328166
182,Torres, Gleyber,650402,2020,160,108,0.321,0.32,0.001,1.0801687763713088,Yankees,2020.0,SS,-3.0,-4.0,,,-3.0,16997,Gleyber Torres,Gleyber Torres,Yankees,1.2,-0.3,-5.0,1.6,0.9,-3.4,-1.0,5.2,1.7,0.2,$1.3,16997.0,0.4464788993757147
183,Frazier, Clint,640449,2020,160,88,0.382,0.348,0.034,4.860759493670883,Yankees,2020.0,RF,1.0,2.0,,,1.0,15983,Clint Frazier,Clint Frazier,Yankees,9.7,0.1,1.7,-2.0,9.8,-0.3,-1.0,5.2,13.8,1.3,$10.7,15983.0,0.8919749815873053
184,Margot, Manuel,622534,2020,159,121,0.29600000000000004,0.3,-0.004,-1.6101265822784825,Rays,2020.0,CF,2.0,2.0,,,2.0,14712,Manuel Margot,Manuel Margot,Rays,-1.5,1.5,2.7,-0.8,0.0,1.8,-1.0,5.2,6.1,0.6,$4.7,14712.0,0.609592967254668
185,Galvis, Freddy,520471,2020,159,111,0.307,0.29,0.017,-2.951898734177218,Reds,2020.0,SS,-1.0,-2.0,,,-1.0,6609,Freddy Galvis,Freddy Galvis,Reds,-1.9,-1.6,0.2,1.5,-3.5,1.7,1.9,5.2,5.4,0.5,$4.2,6609.0,0.10951786981265915
186,Kiermaier, Kevin,595281,2020,159,96,0.297,0.316,-0.019,0.5367088607594941,Rays,2020.0,CF,5.0,5.0,,,5.0,11038,Kevin Kiermaier,Kevin Kiermaier,Rays,-1.4,2.2,7.7,0.6,0.8,8.3,-1.0,5.2,13.4,1.3,$10.4,11038.0,1.3144009270910788
187,Moore, Dylan,664238,2020,159,94,0.36200000000000004,0.34299999999999997,0.019,4.1594936708860715,Mariners,2020.0,RF,-1.0,-1.0,,,-1.0,18042,Dylan Moore,Dylan Moore,Mariners,7.6,0.3,1.7,-0.8,7.9,0.9,0.6,5.2,14.5,1.4,$11.3,18042.0,0.7622500624856109
188,Gardner, Brett,458731,2020,158,96,0.327,0.316,0.011000000000000001,0.5333333333333338,Yankees,2020.0,LF,0.0,0.0,,,0.0,9927,Brett Gardner,Brett Gardner,Yankees,2.0,0.3,1.1,-1.3,2.3,-0.2,-1.0,5.1,6.2,0.6,$4.9,9927.0,0.4550407517511672
189,Chavis, Michael,656308,2020,158,98,0.268,0.27899999999999997,-0.011000000000000001,-4.400000000000004,Red Sox,2020.0,2B,-4.0,-5.0,,,-4.0,17321,Michael Chavis,Michael Chavis,Red Sox,-6.9,-0.5,-2.0,-2.0,-7.4,-4.1,-1.0,5.1,-7.3,-0.7,($5.6),17321.0,-0.559677526145481
190,O'Neill, Tyler,641933,2020,157,97,0.267,0.28,-0.013000000000000001,-4.2396624472573805,Cardinals,2020.0,LF,3.0,4.0,,,3.0,15711,Tyler O'Neill,Tyler O'Neill,Cardinals,-6.1,0.8,5.7,-2.0,-5.3,3.7,1.9,5.1,5.4,0.5,$4.2,15711.0,0.25998516178719866
191,Perez, Salvador,521692,2020,156,115,0.40299999999999997,0.387,0.016,9.873417721518988,,,,,,0.0,49.0,0.0,7304,Salvador Perez,Salvador Perez,Royals,11.9,-0.2,-0.7,1.9,11.7,1.2,1.9,5.1,19.9,1.9,$15.5,7304.0,1.6196928425261168
192,Molina, Yadier,425877,2020,156,126,0.28600000000000003,0.287,-0.001,-3.2911392405063316,,,,,,2.0,50.3,2.0,7007,Yadier Molina,Yadier Molina,Cardinals,-3.5,-3.3,2.1,2.8,-6.9,5.0,1.9,5.1,5.1,0.5,$4.0,7007.0,0.31989154297103806
193,Hosmer, Eric,543333,2020,156,117,0.353,0.354,-0.001,5.5291139240506295,Padres,2020.0,1B,-1.0,-2.0,,,-1.0,3516,Eric Hosmer,Eric Hosmer,Padres,5.3,0.5,0.8,-2.7,5.8,-2.0,0.6,5.1,9.5,0.9,$7.4,3516.0,0.7206164179522637
194,Ramos, Wilson,467092,2020,155,112,0.293,0.303,-0.01,-1.1772151898734187,,,,,,0.0,44.8,0.0,1433,Wilson Ramos,Wilson Ramos,Mets,-2.2,-2.2,-0.7,2.7,-4.4,2.0,-0.9,5.0,1.7,0.2,$1.3,1433.0,0.42506157362792407
195,France, Ty,664034,2020,155,104,0.35600000000000004,0.34600000000000003,0.01,4.447257383966249,---,2020.0,3B,0.0,-1.0,,,0.0,17982,Ty France,Ty France,- - -,6.3,-0.9,0.9,-2.1,5.3,-1.3,0.5,5.0,9.7,0.9,$7.5,17982.0,0.6316821312859349
196,Mullins, Cedric,656775,2020,153,107,0.308,0.243,0.065,-8.908860759493672,Orioles,2020.0,CF,4.0,5.0,,,4.0,17929,Cedric Mullins,,,,2.8,,0.2,,,,,,0.6,,,0.2989404726302704
197,Moreland, Mitch,519048,2020,152,104,0.366,0.322,0.044000000000000004,1.2827004219409295,---,2020.0,1B,0.0,0.0,,,0.0,3086,Mitch Moreland,Mitch Moreland,- - -,6.5,0.4,0.1,-2.9,6.9,-2.8,-0.2,5.0,8.9,0.9,$6.9,3086.0,0.3630326128768946
198,Chapman, Matt,656305,2020,152,89,0.33,0.32899999999999996,0.001,2.180590717299573,Athletics,2020.0,3B,2.0,3.0,,,2.0,16505,Matt Chapman,Matt Chapman,Athletics,3.0,0.0,3.2,0.6,3.0,3.8,0.5,5.0,12.3,1.2,$9.6,16505.0,0.9463714861854573
199,Meadows, Austin,640457,2020,152,84,0.287,0.263,0.024,-6.285232067510547,Rays,2020.0,LF,1.0,1.0,,,1.0,15672,Austin Meadows,Austin Meadows,Rays,-2.6,-0.4,-1.0,-2.0,-3.0,-3.0,-0.9,5.0,-2.0,-0.2,($1.5),15672.0,-0.26602131529383843
200,Lopes, Tim,621005,2020,151,109,0.275,0.266,0.009000000000000001,-5.861603375527424,Mariners,2020.0,LF,-4.0,-4.0,,,-4.0,14137,Tim Lopes,Tim Lopes,Mariners,-4.1,0.9,-0.8,-2.8,-3.2,-3.6,0.5,4.9,-1.4,-0.1,($1.1),14137.0,-0.6656456202379823
201,Valaika, Pat,642162,2020,150,108,0.332,0.314,0.018000000000000002,0.2531645569620255,Orioles,2020.0,SS,-5.0,-6.0,,,-5.0,14885,Pat Valaika,Pat Valaika,Orioles,2.2,-3.0,-0.9,0.2,-0.8,-0.7,-0.9,4.9,2.5,0.2,$1.9,14885.0,-0.25889575279287064
202,Iglesias, Jose,578428,2020,150,126,0.401,0.37,0.031,7.341772151898733,Orioles,2020.0,SS,2.0,3.0,,,2.0,10231,Jose Iglesias,Jose Iglesias,Orioles,11.1,1.0,0.5,-0.6,12.1,-0.1,-0.9,4.9,15.9,1.6,$12.4,10231.0,1.4225482848395656
203,Mazara, Nomar,608577,2020,149,92,0.263,0.281,-0.018000000000000002,-3.897890295358646,White Sox,2020.0,RF,1.0,1.0,,,1.0,14553,Nomar Mazara,Nomar Mazara,White Sox,-5.9,0.6,2.5,-1.7,-5.3,0.8,1.8,4.9,2.2,0.2,$1.7,14553.0,0.0830979597397609
204,Berti, Jon,542932,2020,149,86,0.332,0.318,0.013999999999999999,0.7544303797468361,Marlins,2020.0,2B,-3.0,-4.0,,,-3.0,12037,Jon Berti,Jon Berti,Marlins,2.7,2.3,-0.3,0.2,5.0,-0.1,-0.9,4.9,8.8,0.9,$6.9,12037.0,0.4966673698842349
205,Hernandez, Enrique,571771,2020,148,109,0.285,0.27899999999999997,0.006,-4.1215189873417755,Dodgers,2020.0,2B,0.0,0.0,,,0.0,10472,Enrique Hernandez,Enrique Hernandez,Dodgers,-3.2,-1.1,-1.9,-0.2,-4.4,-2.0,0.5,4.8,-1.0,-0.1,($0.8),10472.0,-0.05852764689337873
206,Joyce, Matt,459964,2020,148,87,0.305,0.3,0.005,-1.4987341772151912,Marlins,2020.0,RF,-2.0,-3.0,,,-2.0,3353,Matt Joyce,Matt Joyce,Marlins,-0.7,0.4,-4.3,-2.2,-0.4,-6.5,-0.9,4.8,-3.0,-0.3,($2.3),3353.0,-0.046585922508377384
207,Odor, Rougned,596059,2020,148,93,0.254,0.266,-0.012,-5.745147679324892,Rangers,2020.0,2B,-1.0,-2.0,,,-1.0,12282,Rougned Odor,Rougned Odor,Rangers,-9.0,-0.2,-0.8,0.4,-9.2,-0.4,0.5,4.8,-4.2,-0.4,($3.3),12282.0,-0.16780878791488385
208,Bryant, Kris,592178,2020,147,91,0.281,0.275,0.006,-4.589873417721516,Cubs,2020.0,3B,-1.0,-1.0,,,-1.0,15429,Kris Bryant,Kris Bryant,Cubs,-4.5,1.7,1.1,-0.1,-2.8,1.0,1.8,4.8,4.8,0.5,$3.7,15429.0,0.07754313449170679
209,Rosario, Amed,642708,2020,147,109,0.273,0.257,0.016,-6.822784810126581,Mets,2020.0,SS,2.0,2.0,,,2.0,15518,Amed Rosario,Amed Rosario,Mets,-4.6,-0.5,1.0,1.7,-5.1,2.7,-0.9,4.8,1.4,0.1,$1.1,15518.0,0.11324519708604004
210,Jansen, Danny,643376,2020,147,93,0.295,0.33899999999999997,-0.044000000000000004,3.349367088607591,,,,,,-1.0,46.4,-1.0,16535,Danny Jansen,Danny Jansen,Blue Jays,-2.1,-0.7,0.0,2.9,-2.8,3.0,-0.9,4.8,4.1,0.4,$3.2,16535.0,0.9080469767723045
211,Choi, Ji-Man,596847,2020,145,89,0.311,0.267,0.044000000000000004,-5.506329113924049,Rays,2020.0,1B,0.0,0.0,,,0.0,5452,Ji-Man Choi,Ji-Man Choi,Rays,0.5,0.5,0.4,-2.5,1.0,-2.1,-0.9,4.7,2.8,0.3,$2.1,5452.0,-0.2707925285155055
212,Bote, David,623520,2020,145,86,0.304,0.318,-0.013999999999999999,0.7341772151898741,Cubs,2020.0,3B,-3.0,-4.0,,,-3.0,14593,David Bote,David Bote,Cubs,-1.6,0.2,-0.9,0.1,-1.4,-0.8,1.8,4.7,4.3,0.4,$3.4,14593.0,0.26806239553758965
213,Stallings, Jacob,607732,2020,143,88,0.305,0.271,0.034,-4.947679324894513,,,,,,2.0,48.5,2.0,13723,Jacob Stallings,Jacob Stallings,Pirates,-1.3,-0.6,3.3,3.0,-1.9,6.3,1.7,4.7,10.8,1.1,$8.4,13723.0,0.39965273487604425
214,Rojas, Miguel,500743,2020,143,107,0.373,0.32299999999999995,0.05,1.3274261603375472,Marlins,2020.0,SS,1.0,2.0,,,1.0,7802,Miguel Rojas,Miguel Rojas,Marlins,7.6,0.0,3.7,1.6,7.7,5.3,-0.9,4.7,16.7,1.6,$13.0,7802.0,0.8348896036984581
215,Markakis, Nick,455976,2020,141,107,0.302,0.301,0.001,-1.308860759493672,Braves,2020.0,RF,1.0,1.0,,,1.0,5930,Nick Markakis,Nick Markakis,Braves,-2.0,-2.1,-2.1,-1.6,-4.2,-3.7,-0.9,4.6,-4.2,-0.4,($3.2),5930.0,0.056692899684760295
216,Panik, Joe,605412,2020,141,93,0.292,0.316,-0.024,0.47594936708860797,Blue Jays,2020.0,SS,0.0,0.0,,,0.0,11936,Joe Panik,Joe Panik,Blue Jays,-2.4,1.3,-0.3,0.6,-1.2,0.3,-0.9,4.6,2.9,0.3,$2.3,11936.0,0.6776625677048226
217,Naquin, Tyler,571980,2020,141,95,0.263,0.313,-0.05,0.11898734177215199,Indians,2020.0,RF,-4.0,-4.0,,,-4.0,13359,Tyler Naquin,Tyler Naquin,Indians,-6.6,-0.1,-2.2,-1.5,-6.7,-3.8,1.7,4.6,-4.2,-0.4,($3.3),13359.0,-0.08648468237458373
218,Braun, Ryan,460075,2020,141,103,0.317,0.325,-0.008,1.546835443037976,Brewers,2020.0,RF,-1.0,-1.0,,,-1.0,3410,Ryan Braun,Ryan Braun,Brewers,-0.2,-1.5,-0.8,-2.4,-1.7,-3.2,1.7,4.6,1.4,0.1,$1.1,3410.0,0.12046417011188035
219,Castro, Willi,650489,2020,140,94,0.387,0.34299999999999997,0.044000000000000004,3.662447257383963,Tigers,2020.0,SS,-2.0,-3.0,,,-2.0,17338,Willi Castro,Willi Castro,Tigers,8.8,-0.6,-1.9,1.1,8.3,-0.8,1.7,4.6,13.7,1.3,$10.7,17338.0,0.6537306570723137
220,Murphy, Sean,669221,2020,140,79,0.35200000000000004,0.335,0.017,2.717299578059074,,,,,,3.0,49.3,3.0,19352,Sean Murphy,Sean Murphy,Athletics,5.4,-0.1,2.1,2.9,5.3,5.0,0.5,4.6,15.3,1.5,$11.9,19352.0,1.2717867084898502
221,Mountcastle, Ryan,663624,2020,140,98,0.371,0.319,0.052000000000000005,0.8270042194092834,Orioles,2020.0,LF,-1.0,-1.0,,,-1.0,18373,Ryan Mountcastle,Ryan Mountcastle,Orioles,6.7,-1.1,0.1,-1.8,5.7,-1.8,-0.8,4.6,7.6,0.7,$5.9,18373.0,0.14454537814071677
222,Thames, Eric,519346,2020,140,81,0.272,0.292,-0.02,-2.3628691983122385,Nationals,2020.0,1B,0.0,0.0,,,0.0,3711,Eric Thames,Eric Thames,Nationals,-5.8,-1.1,-0.8,-3.0,-6.9,-3.9,-0.8,4.6,-7.1,-0.7,($5.5),3711.0,-0.18514470333385252
223,Garcia, Luis,671277,2020,139,105,0.287,0.28600000000000003,0.001,-3.049789029535861,Nationals,2020.0,2B,-3.0,-4.0,,,-3.0,20391,Luis Garcia,Luis Garcia,Rangers,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0.0,6984.0,-0.1481368864346533
224,Garcia, Luis,671277,2020,139,105,0.287,0.28600000000000003,0.001,-3.049789029535861,Nationals,2020.0,2B,-3.0,-4.0,,,-3.0,20391,Luis Garcia,Luis Garcia,Astros,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0.0,23735.0,-0.1481368864346533
225,Garcia, Luis,671277,2020,139,105,0.287,0.28600000000000003,0.001,-3.049789029535861,Nationals,2020.0,2B,-3.0,-4.0,,,-3.0,20391,Luis Garcia,Luis Garcia,Nationals,-4.0,-0.6,-3.8,0.6,-4.7,-3.2,-0.8,4.5,-4.2,-0.4,($3.3),20391.0,-0.14813688643465334
226,Renfroe, Hunter,592669,2020,139,86,0.273,0.293,-0.02,-2.228691983122365,Rays,2020.0,RF,0.0,0.0,,,0.0,15464,Hunter Renfroe,Hunter Renfroe,Rays,-4.0,-0.3,-1.6,-1.7,-4.3,-3.2,-0.8,4.5,-3.8,-0.4,($3.0),15464.0,0.028978173516085445
227,Diaz, Yandy,650490,2020,138,97,0.36200000000000004,0.322,0.04,1.1645569620253176,Rays,2020.0,3B,-1.0,-1.0,,,-1.0,16578,Yandy Diaz,Yandy Diaz,Rays,6.4,-2.6,1.0,-0.6,3.8,0.4,-0.8,4.5,7.9,0.8,$6.2,16578.0,0.14186313264163214
228,Pederson, Joc,592626,2020,138,87,0.293,0.325,-0.032,1.5139240506329126,Dodgers,2020.0,LF,-1.0,-1.0,,,-1.0,11899,Joc Pederson,Joc Pederson,Dodgers,-2.2,-2.1,0.9,-2.4,-4.2,-1.4,0.5,4.5,-0.7,-0.1,($0.5),11899.0,0.049407101578375495
229,Smith, Will,669257,2020,137,93,0.40399999999999997,0.386,0.018000000000000002,8.555274261603376,,,,,,-5.0,44.1,-5.0,19197,Will Smith,Will Smith,Dodgers,10.9,-1.3,-3.5,2.0,9.6,-1.4,0.5,4.5,13.1,1.3,$10.2,19197.0,0.8477716625151244
230,Smith, Will,669257,2020,137,93,0.40399999999999997,0.386,0.018000000000000002,8.555274261603376,,,,,,-5.0,44.1,-5.0,19197,Will Smith,Will Smith,Braves,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0.0,8048.0,0.7796915224645506
231,Vogelbach, Daniel,596129,2020,136,82,0.312,0.324,-0.012,1.3772151898734188,,,,,,,,0.0,14130,Daniel Vogelbach,Daniel Vogelbach,- - -,-0.1,-1.6,,-3.8,-1.7,-3.8,1.0,4.4,-0.1,0.0,($0.1),14130.0,0.03950236985331071
232,Romine, Austin,519222,2020,135,84,0.249,0.22399999999999998,0.025,-10.025316455696204,,,,,,-1.0,45.9,-1.0,5491,Austin Romine,Austin Romine,Tigers,-7.5,-1.5,-5.1,2.6,-9.0,-2.5,1.6,4.4,-5.5,-0.5,($4.2),5491.0,-0.5377294372842535
233,Buxton, Byron,621439,2020,135,96,0.33899999999999997,0.32,0.019,0.9113924050632919,Twins,2020.0,CF,3.0,3.0,,,3.0,14161,Byron Buxton,Byron Buxton,Twins,3.0,0.4,2.5,0.5,3.4,3.0,1.6,4.4,12.5,1.2,$9.7,14161.0,0.8955237100372304
234,Gyorko, Jedd,576397,2020,135,81,0.345,0.342,0.003,3.4177215189873444,Brewers,2020.0,1B,1.0,1.0,,,1.0,10816,Jedd Gyorko,Jedd Gyorko,Brewers,3.1,-0.4,0.4,-1.8,2.7,-1.4,1.6,4.4,7.3,0.7,$5.7,10816.0,0.643270171224164
235,Kipnis, Jason,543401,2020,135,75,0.321,0.275,0.046,-4.215189873417719,Cubs,2020.0,2B,-2.0,-3.0,,,-2.0,9776,Jason Kipnis,Jason Kipnis,Cubs,0.4,1.1,-0.9,-0.3,1.5,-1.2,1.6,4.4,6.4,0.6,$4.9,9776.0,-0.09908650961663186
236,Taveras, Leody,665750,2020,134,77,0.302,0.29100000000000004,0.011000000000000001,-2.3746835443037932,Rangers,2020.0,CF,0.0,0.0,,,0.0,18900,Leody Taveras,Leody Taveras,Rangers,-2.7,2.0,-2.2,0.5,-0.7,-1.8,0.5,4.4,2.4,0.2,$1.9,18900.0,0.43660115170364777
237,Hays, Austin,669720,2020,134,99,0.31,0.282,0.027999999999999997,-3.3924050632911418,Orioles,2020.0,CF,1.0,1.0,,,1.0,19363,Austin Hays,Austin Hays,Orioles,-0.6,0.1,3.4,-0.2,-0.5,3.2,-0.8,4.4,6.3,0.6,$4.9,19363.0,0.18200851223784842
238,Cooper, Garrett,643265,2020,133,89,0.359,0.368,-0.009000000000000001,6.285232067510547,Marlins,2020.0,1B,-3.0,-4.0,,,-3.0,15279,Garrett Cooper,Garrett Cooper,Marlins,5.6,-1.6,1.0,-3.0,4.0,-2.0,-0.8,4.3,5.5,0.5,$4.3,15279.0,0.2933751077817968
239,Kemp, Matt,461314,2020,132,76,0.317,0.312,0.005,0.0,,,,,,,,0.0,5631,Matt Kemp,Matt Kemp,Rockies,-2.5,-0.5,0.3,-3.5,-3.0,-3.1,0.5,4.3,-1.4,-0.1,($1.1),5631.0,0.029049309014109806
240,Murphy, Daniel,502517,2020,132,103,0.255,0.259,-0.004,-5.903797468354429,Rockies,2020.0,1B,0.0,0.0,,,0.0,4316,Daniel Murphy,Daniel Murphy,Rockies,-9.5,-0.8,-1.2,-2.4,-10.3,-3.6,0.5,4.3,-9.1,-0.9,($7.1),4316.0,-0.46733247160779534
241,Gimenez, Andres,665926,2020,132,91,0.316,0.293,0.023,-2.1164556962025336,Mets,2020.0,SS,4.0,5.0,,,4.0,19950,Andres Gimenez,Andres Gimenez,Mets,0.8,3.1,0.1,1.1,3.8,1.2,-0.8,4.3,8.5,0.8,$6.6,19950.0,1.009748035312249
242,Adell, Jo,666176,2020,132,69,0.209,0.222,-0.013000000000000001,-10.025316455696201,Angels,2020.0,RF,-3.0,-3.0,,,-3.0,20220,Jo Adell,Jo Adell,Angels,-11.3,-1.6,-4.0,-1.3,-12.9,-5.3,0.5,4.3,-13.5,-1.3,($10.5),20220.0,-1.1307752830590472
243,Caratini, Victor,605170,2020,132,85,0.293,0.276,0.017,-4.010126582278478,,,,,,2.0,53.0,2.0,14968,Victor Caratini,Victor Caratini,Cubs,-2.8,-1.0,0.9,-0.5,-3.8,0.5,1.6,4.3,2.5,0.2,$2.0,14968.0,0.0766930959934447
244,O'Hearn, Ryan,656811,2020,132,77,0.265,0.307,-0.042,-0.5569620253164562,Royals,2020.0,1B,-2.0,-3.0,,,-2.0,16442,Ryan O'Hearn,Ryan O'Hearn,Royals,-5.7,-0.6,-0.8,-2.6,-6.3,-3.4,1.6,4.3,-3.8,-0.4,($3.0),16442.0,-0.14182814919601044
245,Smoak, Justin,475253,2020,132,78,0.261,0.25,0.011000000000000001,-6.90632911392405,Brewers,2020.0,1B,-1.0,-1.0,,,-1.0,9054,Justin Smoak,Justin Smoak,- - -,-6.5,-2.3,-1.9,-2.5,-8.8,-4.4,1.6,4.3,-7.4,-0.7,($5.7),9054.0,-0.8177051272749439
246,Inciarte, Ender,542255,2020,131,94,0.23,0.248,-0.018000000000000002,-7.075105485232068,Braves,2020.0,CF,0.0,0.0,,,0.0,4922,Ender Inciarte,Ender Inciarte,Braves,-10.1,1.4,-1.3,0.5,-8.7,-0.8,-0.8,4.3,-6.0,-0.6,($4.7),4922.0,-0.08840559087412977
247,Kelly, Carson,608348,2020,129,93,0.275,0.261,0.013999999999999999,-5.551898734177214,,,,,,1.0,49.5,1.0,13620,Carson Kelly,Carson Kelly,Diamondbacks,-4.8,-0.7,1.3,2.4,-5.5,3.7,0.5,4.2,2.9,0.3,$2.2,13620.0,0.13120879934345742
248,Suzuki, Kurt,435559,2020,129,95,0.322,0.301,0.021,-1.1974683544303808,,,,,,-4.0,43.9,-4.0,8259,Kurt Suzuki,Kurt Suzuki,Nationals,0.1,-1.0,-4.4,1.9,-0.9,-2.4,-0.8,4.2,0.1,0.0,$0.0,8259.0,-0.009383460941814623
249,Sogard, Eric,519299,2020,128,96,0.25,0.287,-0.037000000000000005,-2.700421940928272,Brewers,2020.0,3B,2.0,2.0,,,2.0,7927,Eric Sogard,Eric Sogard,Brewers,-7.6,-1.2,-0.6,0.4,-8.8,-0.2,1.6,4.2,-3.3,-0.3,($2.6),7927.0,0.2594825785527679
250,Bichette, Bo,666182,2020,128,96,0.34700000000000003,0.337,0.01,2.700421940928272,Blue Jays,2020.0,SS,-1.0,-1.0,,,-1.0,19612,Bo Bichette,Bo Bichette,Blue Jays,3.9,-0.1,1.1,0.8,3.8,1.9,-0.8,4.2,9.1,0.9,$7.1,19612.0,0.6388682896845074
251,Long Jr., Shed,643418,2020,128,80,0.23399999999999999,0.242,-0.008,-7.561181434599156,Mariners,2020.0,2B,0.0,-1.0,,,0.0,16542,Shed Long Jr.,,,,1.9,,0.3,,,,,,0.0,,,-0.11600463149108384
252,Camargo, Johan,622666,2020,127,85,0.258,0.233,0.025,-8.466666666666665,Braves,2020.0,2B,3.0,4.0,,,3.0,14950,Johan Camargo,Johan Camargo,Braves,-6.6,0.7,0.2,0.1,-5.9,0.3,-0.8,4.1,-2.1,-0.2,($1.7),14950.0,-0.051625233269562726
253,Choo, Shin-Soo,425783,2020,127,79,0.307,0.324,-0.017,1.2860759493670897,Rangers,2020.0,LF,-2.0,-2.0,,,-2.0,3174,Shin-Soo Choo,Shin-Soo Choo,Rangers,-2.0,0.6,-2.2,-2.3,-1.4,-4.4,0.5,4.1,-1.2,-0.1,($0.9),3174.0,0.16747052786968597
254,Simmons, Andrelton,592743,2020,127,102,0.308,0.261,0.047,-5.465822784810125,Angels,2020.0,SS,-1.0,-1.0,,,-1.0,10847,Andrelton Simmons,Andrelton Simmons,Angels,-0.1,-0.7,0.8,1.4,-0.8,2.2,0.5,4.1,6.0,0.6,$4.6,10847.0,-0.1585262367847796
255,Gamel, Ben,592325,2020,127,75,0.308,0.318,-0.01,0.6430379746835448,Brewers,2020.0,RF,-1.0,-1.0,,,-1.0,12160,Ben Gamel,Ben Gamel,Brewers,-1.2,-4.8,-0.7,-0.9,-6.0,-1.6,1.5,4.1,-1.9,-0.2,($1.4),12160.0,-0.1868416657389062
